v1,v2,,,
ham,I bought the test yesterday. Its something that lets you know the exact day u ovulate.when will get 2u in about 2 to 3wks. But pls pls dont fret. I know u r worried. Pls relax. Also is there anything in ur past history u need to tell me?,,,
ham,We have pizza if u want,,,
ham,"I keep seeing weird shit and bein all \woah\"" then realising it's actually reasonable and I'm all \""oh\""""",,,
ham,Many more happy returns of the day. I wish you happy birthday.,,,
ham,Ya very nice. . .be ready on thursday,,,
ham,I am in hospital da. . I will return home in evening,,,
ham,"\Thinking of u ;) x\""""",,,
spam,Camera - You are awarded a SiPix Digital Camera! call 09061221066 fromm landline. Delivery within 28 days.,,,
ham,Orh i tot u say she now still dun believe.,,,
ham,"When you just put in the + sign, choose my number and the pin will show. Right?",,,
ham,The beauty of life is in next second.. which hides thousands of secrets. I wish every second will be wonderful in ur life...!! gud n8,,,
ham,Thanx u darlin!im cool thanx. A few bday drinks 2 nite. 2morrow off! Take care c u soon.xxx,,,
ham,"If you're still up, maybe leave the credit card so I can get gas when I get back like he told me to",,,
spam,Your weekly Cool-Mob tones are ready to download !This weeks new Tones include: 1) Crazy Frog-AXEL F>>> 2) Akon-Lonely>>> 3) Black Eyed-Dont P >>>More info in n,,,
ham,Well boy am I glad G wasted all night at applebees for nothing,,,
spam,Cashbin.co.uk (Get lots of cash this weekend!) www.cashbin.co.uk Dear Welcome to the weekend We have got our biggest and best EVER cash give away!! These..,,,
ham,Ok lor... Or u wan me go look 4 u?,,,
ham,U wan 2 haf lunch i'm in da canteen now.,,,
ham,Don't make life too stressfull.. Always find time to Laugh.. It may not add years to your Life! But surely adds more life to ur years!! Gud ni8..swt dreams..,,,
ham,"hey, looks like I was wrong and one of the kappa guys numbers is still on my phone, if you want I can text him and see if he's around",,,
spam,URGENT! Your Mobile number has been awarded with a �2000 prize GUARANTEED. Call 09061790121 from land line. Claim 3030. Valid 12hrs only 150ppm,,,
spam,Thanks 4 your continued support Your question this week will enter u in2 our draw 4 �100 cash. Name the NEW US President? txt ans to 80082,,,
ham,I'm home. Doc gave me pain meds says everything is fine.,,,
ham,It's ̩ only $140 ard...�� rest all ard $180 at least...Which is ̩ price 4 ̩ 2 bedrm ($900),,,
ham,Me too! Have a lovely night xxx,,,
ham,Prepare to be pleasured :),,,
ham,Hi.:)technical support.providing assistance to us customer through call and email:),,,
ham,if you text on your way to cup stop that should work. And that should be BUS,,,
ham,Whens your radio show?,,,
spam,Your unique user ID is 1172. For removal send STOP to 87239 customer services 08708034412,,,
ham,I'm not sure if its still available though,,,
ham,watever reLation u built up in dis world only thing which remains atlast iz lonlines with lotz n lot memories! feeling..,,,
ham,CHEERS LOU! YEAH WAS A GOODNITE SHAME U NEVA CAME! C YA GAILxx,,,
ham,Hi..i got the money da:),,,
ham,"Hi, Mobile no.  &lt;#&gt;  has added you in their contact list on www.fullonsms.com It s a great place to send free sms to people For more visit fullonsms.com",,,
ham,Ok then u tell me wat time u coming later lor.,,,
ham,U repeat e instructions again. Wat's e road name of ur house?,,,
ham,"So many people seems to be special at first sight, But only very few will remain special to you till your last sight.. Maintain them till life ends.. Sh!jas",,,
ham,Quite lor. But dun tell him wait he get complacent...,,,
ham,Sorry completely forgot * will pop em round this week if your still here?,,,
ham,U R THE MOST BEAUTIFUL GIRL IVE EVER SEEN. U R MY BABY COME AND C ME IN THE COMMON ROOM,,,
ham,O we cant see if we can join denis and mina? Or does denis want alone time,,,
ham,Sen told that he is going to join his uncle finance in cbe,,,
ham,Yup... Hey then one day on fri we can ask miwa and jiayin take leave go karaoke ,,,
ham,"Call me, i am senthil from hsbc.",,,
ham,"Especially since i talk about boston all up in my personal statement, lol! I woulda changed that if i had realized it said nyc! It says boston now.",,,
ham,Indeed and by the way it was either or - not both !,,,
spam,"Urgent -call 09066649731from Landline. Your complimentary 4* Ibiza Holiday or �10,000 cash await collection SAE T&Cs PO BOX 434 SK3 8WP 150ppm 18+",,,
ham,Holy living christ what is taking you so long,,,
ham,�� thk of wat to eat tonight.,,,
ham,"Thanx. Yup we coming back on sun. Finish dinner going back 2 hotel now. Time flies, we're tog 4 exactly a mth today. Hope we'll haf many more mths to come...",,,
ham,We're on the opposite side from where we dropped you off,,,
ham,Yup. Izzit still raining heavily cos i'm in e mrt i can't c outside.,,,
ham,Send me your resume:-),,,
ham,Gd luck 4 ur exams :-),,,
ham,Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,,,
ham,Sorry that was my uncle. I.ll keep in touch,,,
ham,Saw Guys and Dolls last night with Patrick Swayze it was great,,,
spam,URGENT This is our 2nd attempt to contact U. Your �900 prize from YESTERDAY is still awaiting collection. To claim CALL NOW 09061702893,,,
spam,Santa calling! Would your little ones like a call from Santa Xmas Eve? Call 09077818151 to book you time. Calls1.50ppm last 3mins 30s T&C www.santacalling.com,,,
ham,Just come home. I don't want u to be miserable,,,
ham,I dont know why she.s not getting your messages,,,
ham,"its cool but tyler had to take off so we're gonna buy for him and drop it off at his place later tonight. Our total order is a quarter, you got enough?",,,
ham,"The guy at the car shop who was flirting with me got my phone number from the paperwork and called and texted me. I'm nervous because of course now he may have my address. Should i call his boss and tell him, knowing this may get him fired?",,,
ham,Reverse is cheating. That is not mathematics.,,,
ham,How do you plan to manage that,,,
ham,"Er, hello, things didn���t quite go to plan ��� is limping slowly home followed by aa and with exhaust hanging off",,,
ham,Sorry for the delay. Yes masters,,,
ham,Call me when u finish then i come n pick u.,,,
spam,PRIVATE! Your 2004 Account Statement for 078498****7 shows 786 unredeemed Bonus Points. To claim call 08719180219 Identifier Code: 45239 Expires 06.05.05,,,
ham,What's up my own oga. Left my phone at home and just saw ur messages. Hope you are good. Have a great weekend.,,,
ham,"Don't worry though, I understand how important it is that I be put in my place with a poorly thought out punishment in the face of the worst thing that has ever happened to me. Brb gonna go kill myself",,,
ham,"Honey, can you pls find out how much they sell Predicte in Nigeria. And how many times can it be used. Its very important to have a reply before monday",,,
ham,E admin building there? I might b slightly earlier... I'll call u when i'm reaching...,,,
ham,"fyi I'm at usf now, swing by the room whenever",,,
ham,i can call in  &lt;#&gt;  min if thats ok,,,
ham,Ummmmmaah Many many happy returns of d day my dear sweet heart.. HAPPY BIRTHDAY dear,,,
ham,�� no home work to do meh... ,,,
ham,Anything is valuable in only 2 situations: First- Before getting it... Second- After loosing it...,,,
ham,Me too. Mark is taking forever to pick up my prescription and the pain is coming back.,,,
ham,How's ur paper?,,,
ham,Got smaller capacity one? Quite ex...,,,
spam,Check Out Choose Your Babe Videos @ sms.shsex.netUN fgkslpoPW fgkslpo,,,
ham,Im good! I have been thinking about you...,,,
spam,u r a winner U ave been specially selected 2 receive �1000 cash or a 4* holiday (flights inc) speak to a live operator 2 claim 0871277810710p/min (18 ),,,
ham,:-) :-),,,
ham,Not thought bout it... || Drink in tap & spile at seven. || Is that pub on gas st off broad st by canal. || Ok?,,,
ham,I am going to sleep. I am tired of travel.,,,
ham,"Haha, just what I was thinkin",,,
ham,Yup but it's not giving me problems now so mayb i'll jus leave it...,,,
ham,Lol no. Just trying to make your day a little more interesting,,,
ham,"How long before you get reply, just defer admission til next semester",,,
ham,"The word \Checkmate\"" in chess comes from the Persian phrase \""Shah Maat\"" which means; \""the king is dead..\"" Goodmorning.. Have a good day..:)""",,,
ham,Po de :-):):-):-):-). No need job aha.,,,
ham,Rats. Hey did u ever vote for the next themes?,,,
spam,"New Mobiles from 2004, MUST GO! Txt: NOKIA to No: 89545 & collect yours today! From ONLY �1. www.4-tc.biz 2optout 087187262701.50gbp/mtmsg18 TXTAUCTION.",,,
ham,I hope your pee burns tonite.,,,
ham,"OH RITE. WELL IM WITH MY BEST MATE PETE, WHO I WENT OUT WITH 4 A WEEK+ NOW WERE 2GEVA AGAIN. ITS BEEN LONGER THAN A WEEK.",,,
ham,Yay can't wait to party together!,,,
ham,....photoshop makes my computer shut down.,,,
ham,All boys made fun of me today. Ok i have no problem. I just sent one message just for fun,,,
ham,That's one of the issues but california is okay. No snow so its manageable,,,
spam,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S. I. M. points. Call 08715203652 Identifier Code: 42810 Expires 29/10/0,,,
ham,"Hmmm.... Mayb can try e shoppin area one, but forgot e name of hotel...",,,
ham,"Awesome, that gonna be soon or later tonight?",,,
ham,I need details about that online job.,,,
spam,YOU HAVE WON! As a valued Vodafone customer our computer has picked YOU to win a �150 prize. To collect is easy. Just call 09061743386 ,,,
ham,Missing you too.pray inshah allah,,,
ham,Pls help me tell Ashley that i cant find her number oh,,,
ham,I am in escape theatre now. . Going to watch KAVALAN in a few minutes,,,
ham,S.this will increase the chance of winning.,,,
ham,either way works for me. I am  &lt;#&gt;  years old. Hope that doesnt bother you.,,,
ham,Maybe you should find something else to do instead???,,,
ham,Gain the rights of a wife.dont demand it.i am trying as husband too.Lets see,,,
ham,I liked your new house,,,
ham,I'm fine. Hope you are also,,,
ham,"Also north carolina and texas atm, you would just go to the gre site and pay for the test results to be sent.",,,
ham,Same to u...,,,
ham,yes baby! I need to stretch open your pussy!,,,
ham,Thanks  and ! Or bomb and date as my phone wanted to say! ,,,
ham,Ok...,,,
ham,"Hey, a guy I know is breathing down my neck to get him some bud, anyway you'd be able to get a half track to usf tonight?",,,
ham,"\Response\"" is one of d powerful weapon 2 occupy a place in others 'HEART'... So"," always give response 2 who cares 4 U\""... Gud night..swt dreams..take care""",,
ham,Nokia phone is lovly..,,,
spam,**FREE MESSAGE**Thanks for using the Auction Subscription Service. 18 . 150p/MSGRCVD 2 Skip an Auction txt OUT. 2 Unsubscribe txt STOP CustomerCare 08718726270,,,
spam,Bored housewives! Chat n date now! 0871750.77.11! BT-national rate 10p/min only from landlines!,,,
ham,Sorry da..today i wont come to play..i have driving clas..,,,
ham,I'm really sorry I lit your hair on fire,,,
ham,"Oh! Shit, I thought that was your trip! Loooooool ... That just makes SO much more sense now ... *grins* and the sofa reference was ... The \sleep on a couch\"" link you sent me ... Wasn't that how you went on your trip ? Oh ... And didn't your babe go with you for that celebration with your rents?""",,,
ham,Okey dokey swashbuckling stuff what oh.,,,
ham,"Watching cartoon, listening music &amp; at eve had to go temple &amp; church.. What about u?",,,
ham,1. Tension face 2. Smiling face 3. Waste face 4. Innocent face 5.Terror face 6.Cruel face 7.Romantic face 8.Lovable face 9.decent face  &lt;#&gt; .joker face.,,,
ham,Dip's cell dead. So i m coming with him. U better respond else we shall come back.,,,
ham,Well. You know what i mean. Texting,,,
ham,Hi dis is yijue i would be happy to work wif �_ all for gek1510...,,,
ham,Lol! Oops sorry! Have fun. ,,,
ham,Wat happened to the cruise thing,,,
ham,"I know dat feelin had it with Pete! Wuld get with em , nuther place nuther time mayb?",,,
spam,lyricalladie(21/F) is inviting you to be her friend. Reply YES-910 or NO-910. See her: www.SMS.ac/u/hmmross STOP? Send STOP FRND to 62468,,,
ham,The world's most happiest frnds never have the same characters... Dey just have the best understanding of their differences...,,,
spam,No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,,,
ham,Yeah just open chat and click friend lists. Then make the list. Easy as pie,,,
ham,alright tyler's got a minor crisis and has to be home sooner than he thought so be here asap,,,
ham,When/where do I pick you up,,,
ham,As usual u can call me ard 10 smth.,,,
ham,"New Theory: Argument wins d SITUATION, but loses the PERSON. So dont argue with ur friends just.. . . . kick them &amp; say, I'm always correct.!",,,
ham,For many things its an antibiotic and it can be used for chest abdomen and gynae infections even bone infections.,,,
ham,Poor girl can't go one day lmao,,,
ham,Or just do that 6times,,,
spam,Todays Vodafone numbers ending with 4882 are selected to a receive a �350 award. If your number matches call 09064019014 to receive your �350 award.,,,
ham,You have to pls make a note of all she.s exposed to. Also find out from her school if anyone else was vomiting. Is there a dog or cat in the house? Let me know later.,,,
ham,"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",,,
